serial;ambient_temp_C;humidity;object_temp_C;cooling_state;critical_level;time_min
26953;-11.44;0.62;-11.44;0.0;0;26953
26954;-11.44;0.62;-11.44;0.0;0;26954
26955;-11.44;0.62;-11.44;0.0;0;26955
26956;-11.44;0.62;-11.44;0.0;0;26956
26957;-11.44;0.62;-11.44;0.0;0;26957
26958;-11.44;0.62;-11.44;0.0;0;26958
26959;-11.44;0.62;-11.44;0.0;0;26959
26960;-11.44;0.62;-11.44;0.0;0;26960
26961;-11.44;0.62;-11.44;0.0;0;26961
26962;-11.44;0.62;-11.44;0.0;0;26962
26963;-11.44;0.62;-11.44;0.0;0;26963
26964;-11.44;0.62;-11.44;0.0;0;26964
26965;-11.44;0.62;-11.44;0.0;0;26965
26966;-11.44;0.62;-11.44;0.0;0;26966
26967;-11.44;0.62;-11.44;0.0;0;26967
26968;-11.44;0.62;-11.44;0.0;0;26968
26969;-11.44;0.62;-11.44;0.0;0;26969
26970;-11.44;0.62;-11.44;0.0;0;26970
26971;-11.44;0.62;-11.44;0.0;0;26971
26972;-11.44;0.62;-11.44;0.0;0;26972
26973;-11.44;0.62;-11.44;0.0;0;26973
26974;-11.44;0.62;-11.44;0.0;0;26974
26975;-11.44;0.62;-11.44;0.0;0;26975
26976;-11.44;0.62;-11.44;0.0;0;26976
26977;-11.44;0.62;-11.44;0.0;0;26977
26978;-11.44;0.62;-11.44;0.0;0;26978
26979;-11.44;0.62;-11.44;0.0;0;26979
26980;-11.44;0.62;-11.44;0.0;0;26980
26981;-11.44;0.62;-11.44;0.0;0;26981
26982;-11.44;0.62;-11.44;0.0;0;26982
26983;-11.44;0.62;-11.44;0.0;0;26983
26984;-11.44;0.62;-11.44;0.0;0;26984
26985;-11.44;0.62;-11.44;0.0;0;26985
26986;-11.44;0.62;-11.44;0.0;0;26986
26987;-11.44;0.62;-11.44;0.0;0;26987
26988;-11.44;0.62;-11.44;0.0;0;26988
26989;-11.44;0.62;-11.44;0.0;0;26989
26990;-11.44;0.62;-11.44;0.0;0;26990
26991;-11.44;0.62;-11.44;0.0;0;26991
26992;-11.44;0.62;-11.44;0.0;0;26992
26993;-11.44;0.62;-11.44;0.0;0;26993
26994;-11.44;0.62;-11.44;0.0;0;26994
26995;-11.44;0.62;-11.44;0.0;0;26995
26996;-11.44;0.62;-11.44;0.0;0;26996
26997;-11.44;0.62;-11.44;0.0;0;26997
26998;-11.44;0.62;-11.44;0.0;0;26998
26999;-11.44;0.62;-11.44;0.0;0;26999
27000;-11.44;0.62;-11.44;0.0;0;27000
27001;-11.44;0.62;-11.44;0.0;0;27001
27002;-11.44;0.62;-11.44;0.0;0;27002
27003;-11.44;0.62;-11.44;0.0;0;27003
27004;-11.44;0.62;-11.44;0.0;0;27004
27005;-11.44;0.62;-11.44;0.0;0;27005
27006;-11.44;0.62;-11.44;0.0;0;27006
27007;-11.44;0.62;-11.44;0.0;0;27007
27008;-11.44;0.62;-11.44;0.0;0;27008
27009;-11.44;0.62;-11.44;0.0;0;27009
27010;-11.44;0.62;-11.44;0.0;0;27010
27011;-11.44;0.62;-11.44;0.0;0;27011
27012;-11.44;0.62;-11.44;0.0;0;27012
27013;-11.44;0.62;-11.44;0.0;0;27013
27014;-11.44;0.62;-11.44;0.0;0;27014
27015;-11.44;0.62;-11.44;0.0;0;27015
27016;-11.44;0.62;-11.44;0.0;0;27016
27017;-11.44;0.62;-11.44;0.0;0;27017
27018;-11.44;0.62;-11.44;0.0;0;27018
27019;-11.44;0.62;-11.44;0.0;0;27019
27020;-11.44;0.62;-11.44;0.0;0;27020
27021;-11.44;0.62;-11.44;0.0;0;27021
27022;-11.44;0.62;-11.44;0.0;0;27022
27023;-11.44;0.62;-11.44;0.0;0;27023
27024;-11.44;0.62;-11.44;0.0;0;27024
27025;-11.44;0.62;-11.44;0.0;0;27025
27026;-11.44;0.62;-11.44;0.0;0;27026
27027;-11.44;0.62;-11.44;0.0;0;27027
27028;-11.44;0.62;-11.44;0.0;0;27028
27029;-11.44;0.62;-11.44;0.0;0;27029
27030;-11.44;0.62;-11.44;0.0;0;27030
27031;-11.44;0.62;-11.44;0.0;0;27031
27032;-11.44;0.62;-11.44;0.0;0;27032
27033;-11.44;0.62;-11.44;0.0;0;27033
27034;-11.44;0.62;-11.44;0.0;0;27034
27035;-11.44;0.62;-11.44;0.0;0;27035
27036;-11.44;0.62;-11.44;0.0;0;27036
27037;-11.44;0.62;-11.44;0.0;0;27037
27038;-11.44;0.62;-11.44;0.0;0;27038
27039;-11.44;0.62;-11.44;0.0;0;27039
27040;-11.44;0.62;-11.44;0.0;0;27040
27041;-11.44;0.62;-11.44;0.0;0;27041
27042;-11.44;0.62;-11.44;0.0;0;27042
27043;-11.44;0.62;-11.44;0.0;0;27043
27044;-11.44;0.62;-11.44;0.0;0;27044
27045;-11.44;0.62;-11.44;0.0;0;27045
27046;-11.44;0.62;-11.44;0.0;0;27046
27047;-11.44;0.62;-11.44;0.0;0;27047
27048;-11.44;0.62;-11.44;0.0;0;27048
27049;-11.44;0.62;-11.44;0.0;0;27049
27050;-11.44;0.62;-11.44;0.0;0;27050
27051;-11.44;0.62;-11.44;0.0;0;27051
27052;-11.44;0.62;-11.44;0.0;0;27052
27053;-11.44;0.62;-11.44;0.0;0;27053
27054;-11.44;0.62;-11.44;0.0;0;27054
27055;-11.44;0.62;-11.44;0.0;0;27055
27056;-11.44;0.62;-11.44;0.0;0;27056
27057;-11.44;0.62;-11.44;0.0;0;27057
27058;-11.44;0.62;-11.44;0.0;0;27058
27059;-11.44;0.62;-11.44;0.0;0;27059
27060;-11.44;0.62;-11.44;0.0;0;27060
27061;-11.44;0.62;-11.44;0.0;0;27061
27062;-11.44;0.62;-11.44;0.0;0;27062
27063;-11.44;0.62;-11.44;0.0;0;27063
27064;-11.44;0.62;-11.44;0.0;0;27064
27065;-11.44;0.62;-11.44;0.0;0;27065
27066;-11.44;0.62;-11.44;0.0;0;27066
27067;-11.44;0.62;-11.44;0.0;0;27067
27068;-11.44;0.62;-11.44;0.0;0;27068
27069;-11.44;0.62;-11.44;0.0;0;27069
27070;-11.44;0.62;-11.44;0.0;0;27070
27071;-11.44;0.62;-11.44;0.0;0;27071
27072;-11.44;0.62;-11.44;0.0;0;27072
27073;-11.44;0.62;-11.44;0.0;0;27073
27074;-11.44;0.62;-11.44;0.0;0;27074
27075;-11.44;0.62;-11.44;0.0;0;27075
27076;-11.44;0.62;-11.44;0.0;0;27076
27077;-11.44;0.62;-11.44;0.0;0;27077
27078;-11.44;0.62;-11.44;0.0;0;27078
27079;-11.44;0.62;-11.44;0.0;0;27079
27080;-11.44;0.62;-11.44;0.0;0;27080
27081;-11.44;0.62;-11.44;0.0;0;27081
27082;-11.44;0.62;-11.44;0.0;0;27082
27083;-11.44;0.62;-11.44;0.0;0;27083
27084;-11.44;0.62;-11.44;0.0;0;27084
27085;-11.44;0.62;-11.44;0.0;0;27085
27086;-11.44;0.62;-11.44;0.0;0;27086
27087;-11.44;0.62;-11.44;0.0;0;27087
27088;-11.44;0.62;-11.44;0.0;0;27088
27089;-11.44;0.62;-11.44;0.0;0;27089
27090;-11.44;0.62;-11.44;0.0;0;27090
27091;-11.44;0.62;-11.44;0.0;0;27091
27092;-11.44;0.62;-11.44;0.0;0;27092
27093;-11.44;0.62;-11.44;0.0;0;27093
27094;-11.44;0.62;-11.44;0.0;0;27094
27095;-11.44;0.62;-11.44;0.0;0;27095
27096;-11.44;0.62;-11.44;0.0;0;27096
27097;-11.44;0.62;-11.44;0.0;0;27097
27098;-11.44;0.62;-11.44;0.0;0;27098
27099;-11.44;0.62;-11.44;0.0;0;27099
27100;-11.44;0.62;-11.44;0.0;0;27100
27101;-11.44;0.62;-11.44;0.0;0;27101
27102;-11.38;0.62;-11.38;0.0;0;27102
27103;-11.44;0.62;-11.44;0.0;0;27103
27104;-11.44;0.62;-11.44;0.0;0;27104
27105;-11.44;0.62;-11.44;0.0;0;27105
27106;-11.44;0.62;-11.44;0.0;0;27106
27107;-11.44;0.62;-11.44;0.0;0;27107
27108;-11.44;0.62;-11.44;0.0;0;27108
27109;-11.38;0.62;-11.38;0.0;0;27109
27110;-11.44;0.62;-11.44;0.0;0;27110
27111;-11.44;0.62;-11.44;0.0;0;27111
27112;-11.44;0.62;-11.44;0.0;0;27112
27113;-11.44;0.62;-11.44;0.0;0;27113
27114;-11.44;0.62;-11.44;0.0;0;27114
27115;-11.44;0.62;-11.44;0.0;0;27115
27116;-11.44;0.62;-11.44;0.0;0;27116
27117;-11.44;0.62;-11.44;0.0;0;27117
27118;-11.38;0.62;-11.38;0.0;0;27118
27119;-11.44;0.62;-11.44;0.0;0;27119
27120;-11.44;0.62;-11.44;0.0;0;27120
27121;-11.44;0.62;-11.44;0.0;0;27121
27122;-11.38;0.62;-11.38;0.0;0;27122
27123;-11.44;0.62;-11.44;0.0;0;27123
27124;-11.44;0.62;-11.44;0.0;0;27124
27125;-11.44;0.62;-11.44;0.0;0;27125
27126;-11.44;0.62;-11.44;0.0;0;27126
27127;-11.44;0.62;-11.44;0.0;0;27127
27128;-11.44;0.62;-11.44;0.0;0;27128
27129;-11.38;0.62;-11.38;0.0;0;27129
27130;-11.44;0.62;-11.44;0.0;0;27130
27131;-11.44;0.62;-11.44;0.0;0;27131
27132;-11.38;0.62;-11.38;0.0;0;27132
27133;-11.38;0.62;-11.38;0.0;0;27133
27134;-11.38;0.62;-11.38;0.0;0;27134
27135;-11.38;0.62;-11.38;0.0;0;27135
27136;-11.38;0.62;-11.38;0.0;0;27136
27137;-11.38;0.62;-11.38;0.0;0;27137
27138;-11.44;0.62;-11.44;0.0;0;27138
27139;-11.44;0.62;-11.44;0.0;0;27139
27140;-11.38;0.62;-11.38;0.0;0;27140
27141;-11.38;0.62;-11.38;0.0;0;27141
27142;-11.38;0.62;-11.38;0.0;0;27142
27143;-11.38;0.62;-11.38;0.0;0;27143
27144;-11.38;0.62;-11.38;0.0;0;27144
27145;-11.38;0.62;-11.38;0.0;0;27145
27146;-11.38;0.62;-11.38;0.0;0;27146
27147;-11.38;0.62;-11.38;0.0;0;27147
27148;-11.38;0.62;-11.38;0.0;0;27148
27149;-11.38;0.62;-11.38;0.0;0;27149
27150;-11.38;0.62;-11.38;0.0;0;27150
27151;-11.38;0.62;-11.38;0.0;0;27151
27152;-11.38;0.62;-11.38;0.0;0;27152
27153;-11.38;0.62;-11.38;0.0;0;27153
27154;-11.38;0.62;-11.38;0.0;0;27154
27155;-11.38;0.62;-11.38;0.0;0;27155
27156;-11.44;0.62;-11.44;0.0;0;27156
27157;-11.38;0.62;-11.38;0.0;0;27157
27158;-11.38;0.62;-11.38;0.0;0;27158
27159;-11.38;0.62;-11.38;0.0;0;27159
27160;-11.38;0.62;-11.38;0.0;0;27160
27161;-11.38;0.62;-11.38;0.0;0;27161
27162;-11.38;0.62;-11.38;0.0;0;27162
27163;-11.38;0.62;-11.38;0.0;0;27163
27164;-11.38;0.62;-11.38;0.0;0;27164
27165;-11.38;0.62;-11.38;0.0;0;27165
27166;-11.38;0.62;-11.38;0.0;0;27166
27167;-11.38;0.62;-11.38;0.0;0;27167
27168;-11.38;0.62;-11.38;0.0;0;27168
27169;-11.38;0.62;-11.38;0.0;0;27169
27170;-11.38;0.62;-11.38;0.0;0;27170
27171;-11.38;0.62;-11.38;0.0;0;27171
27172;-11.38;0.62;-11.38;0.0;0;27172
27173;-11.38;0.62;-11.38;0.0;0;27173
27174;-11.38;0.62;-11.38;0.0;0;27174
27175;-11.38;0.62;-11.38;0.0;0;27175
27176;-11.38;0.62;-11.38;0.0;0;27176
27177;-11.38;0.62;-11.38;0.0;0;27177
27178;-11.38;0.62;-11.38;0.0;0;27178
27179;-11.38;0.62;-11.38;0.0;0;27179
27180;-11.38;0.62;-11.38;0.0;0;27180
27181;-11.38;0.62;-11.38;0.0;0;27181
27182;-11.38;0.62;-11.38;0.0;0;27182
27183;-11.38;0.62;-11.38;0.0;0;27183
27184;-11.38;0.62;-11.38;0.0;0;27184
27185;-11.38;0.62;-11.38;0.0;0;27185
27186;-11.38;0.62;-11.38;0.0;0;27186
27187;-11.38;0.62;-11.38;0.0;0;27187
27188;-11.38;0.62;-11.38;0.0;0;27188
27189;-11.38;0.62;-11.38;0.0;0;27189
27190;-11.38;0.62;-11.38;0.0;0;27190
27191;-11.38;0.62;-11.38;0.0;0;27191
27192;-11.38;0.62;-11.38;0.0;0;27192
27193;-11.38;0.62;-11.38;0.0;0;27193
27194;-11.38;0.62;-11.38;0.0;0;27194
27195;-11.38;0.62;-11.38;0.0;0;27195
27196;-11.38;0.62;-11.38;0.0;0;27196
27197;-11.38;0.62;-11.38;0.0;0;27197
27198;-11.38;0.62;-11.38;0.0;0;27198
27199;-11.38;0.62;-11.38;0.0;0;27199
27200;-11.38;0.62;-11.38;0.0;0;27200
27201;-11.38;0.62;-11.38;0.0;0;27201
27202;-11.38;0.62;-11.38;0.0;0;27202
27203;-11.38;0.62;-11.38;0.0;0;27203
27204;-11.38;0.62;-11.38;0.0;0;27204
27205;-11.38;0.62;-11.38;0.0;0;27205
27206;-11.38;0.62;-11.38;0.0;0;27206
27207;-11.38;0.62;-11.38;0.0;0;27207
27208;-11.38;0.62;-11.38;0.0;0;27208
27209;-11.38;0.62;-11.38;0.0;0;27209
27210;-11.38;0.62;-11.38;0.0;0;27210
27211;-11.38;0.62;-11.38;0.0;0;27211
27212;-11.38;0.62;-11.38;0.0;0;27212
27213;-11.38;0.62;-11.38;0.0;0;27213
27214;-11.38;0.62;-11.38;0.0;0;27214
27215;-11.38;0.62;-11.38;0.0;0;27215
27216;-11.38;0.62;-11.38;0.0;0;27216
27217;-11.38;0.62;-11.38;0.0;0;27217
27218;-11.38;0.62;-11.38;0.0;0;27218
27219;-11.38;0.62;-11.38;0.0;0;27219
27220;-11.38;0.62;-11.38;0.0;0;27220
27221;-11.38;0.62;-11.38;0.0;0;27221
27222;-11.38;0.62;-11.38;0.0;0;27222
27223;-11.38;0.62;-11.38;0.0;0;27223
27224;-11.38;0.62;-11.38;0.0;0;27224
27225;-11.38;0.62;-11.38;0.0;0;27225
27226;-11.38;0.62;-11.38;0.0;0;27226
27227;-11.38;0.62;-11.38;0.0;0;27227
27228;-11.38;0.62;-11.38;0.0;0;27228
27229;-11.38;0.62;-11.38;0.0;0;27229
27230;-11.38;0.62;-11.38;0.0;0;27230
27231;-11.38;0.62;-11.38;0.0;0;27231
27232;-11.38;0.62;-11.38;0.0;0;27232
27233;-11.38;0.62;-11.38;0.0;0;27233
27234;-11.38;0.62;-11.38;0.0;0;27234
27235;-11.38;0.62;-11.38;0.0;0;27235
27236;-11.38;0.62;-11.38;0.0;0;27236
27237;-11.38;0.62;-11.38;0.0;0;27237
27238;-11.38;0.62;-11.38;0.0;0;27238
27239;-11.38;0.62;-11.38;0.0;0;27239
27240;-11.38;0.62;-11.38;0.0;0;27240
27241;-11.38;0.62;-11.38;0.0;0;27241
27242;-11.38;0.62;-11.38;0.0;0;27242
27243;-11.38;0.62;-11.38;0.0;0;27243
27244;-11.38;0.62;-11.38;0.0;0;27244
27245;-11.38;0.62;-11.38;0.0;0;27245
27246;-11.38;0.62;-11.38;0.0;0;27246
27247;-11.38;0.62;-11.38;0.0;0;27247
27248;-11.38;0.62;-11.38;0.0;0;27248
27249;-11.38;0.62;-11.38;0.0;0;27249
27250;-11.38;0.62;-11.38;0.0;0;27250
27251;-11.38;0.62;-11.38;0.0;0;27251
27252;-11.38;0.62;-11.38;0.0;0;27252
27253;-11.38;0.62;-11.38;0.0;0;27253
27254;-11.38;0.62;-11.38;0.0;0;27254
27255;-11.38;0.62;-11.38;0.0;0;27255
27256;-11.38;0.62;-11.38;0.0;0;27256
27257;-11.38;0.62;-11.38;0.0;0;27257
27258;-11.38;0.62;-11.38;0.0;0;27258
27259;-11.38;0.62;-11.38;0.0;0;27259
27260;-11.38;0.62;-11.38;0.0;0;27260
27261;-11.38;0.62;-11.38;0.0;0;27261
27262;-11.38;0.62;-11.38;0.0;0;27262
27263;-11.38;0.62;-11.38;0.0;0;27263
27264;-11.38;0.62;-11.38;0.0;0;27264
27265;-11.38;0.62;-11.38;0.0;0;27265
27266;-11.38;0.62;-11.38;0.0;0;27266
27267;-11.38;0.62;-11.38;0.0;0;27267
27268;-11.38;0.62;-11.38;0.0;0;27268
27269;-11.38;0.62;-11.38;0.0;0;27269
27270;-11.38;0.62;-11.38;0.0;0;27270
27271;-11.38;0.62;-11.38;0.0;0;27271
27272;-11.38;0.62;-11.38;0.0;0;27272
27273;-11.38;0.62;-11.38;0.0;0;27273
27274;-11.38;0.62;-11.38;0.0;0;27274
27275;-11.38;0.62;-11.38;0.0;0;27275
27276;-11.38;0.62;-11.38;0.0;0;27276
27277;-11.38;0.62;-11.38;0.0;0;27277
27278;-11.38;0.62;-11.38;0.0;0;27278
27279;-11.38;0.62;-11.38;0.0;0;27279
27280;-11.38;0.62;-11.38;0.0;0;27280
27281;-11.38;0.62;-11.38;0.0;0;27281
27282;-11.38;0.62;-11.38;0.0;0;27282
27283;-11.38;0.62;-11.38;0.0;0;27283
27284;-11.38;0.62;-11.38;0.0;0;27284
27285;-11.38;0.62;-11.38;0.0;0;27285
27286;-11.38;0.62;-11.38;0.0;0;27286
27287;-11.38;0.62;-11.38;0.0;0;27287
27288;-11.38;0.62;-11.38;0.0;0;27288
27289;-11.38;0.62;-11.38;0.0;0;27289
27290;-11.38;0.62;-11.38;0.0;0;27290
27291;-11.38;0.62;-11.38;0.0;0;27291
27292;-11.38;0.62;-11.38;0.0;0;27292
27293;-11.38;0.62;-11.38;0.0;0;27293
27294;-11.38;0.62;-11.38;0.0;0;27294
27295;-11.38;0.62;-11.38;0.0;0;27295
27296;-11.38;0.62;-11.38;0.0;0;27296
27297;-11.38;0.62;-11.38;0.0;0;27297
27298;-11.38;0.62;-11.38;0.0;0;27298
27299;-11.38;0.62;-11.38;0.0;0;27299
27300;-11.38;0.62;-11.38;0.0;0;27300
27301;-11.38;0.62;-11.38;0.0;0;27301
27302;-11.38;0.62;-11.38;0.0;0;27302
27303;-11.38;0.62;-11.38;0.0;0;27303
27304;-11.38;0.62;-11.38;0.0;0;27304
27305;-11.38;0.62;-11.38;0.0;0;27305
27306;-11.38;0.62;-11.38;0.0;0;27306
27307;-11.38;0.62;-11.38;0.0;0;27307
27308;-11.38;0.62;-11.38;0.0;0;27308
27309;-11.38;0.62;-11.38;0.0;0;27309
27310;-11.38;0.62;-11.38;0.0;0;27310
27311;-11.38;0.62;-11.38;0.0;0;27311
27312;-11.38;0.62;-11.38;0.0;0;27312
27313;-11.38;0.62;-11.38;0.0;0;27313
27314;-11.31;0.62;-11.31;0.0;0;27314
27315;-11.31;0.62;-11.31;0.0;0;27315
27316;-11.31;0.62;-11.31;0.0;0;27316
27317;-11.38;0.62;-11.38;0.0;0;27317
27318;-11.31;0.62;-11.31;0.0;0;27318
27319;-11.38;0.62;-11.38;0.0;0;27319
27320;-11.31;0.62;-11.31;0.0;0;27320
27321;-11.38;0.62;-11.38;0.0;0;27321
27322;-11.31;0.62;-11.31;0.0;0;27322
27323;-11.31;0.62;-11.31;0.0;0;27323
27324;-11.38;0.62;-11.38;0.0;0;27324
27325;-11.31;0.62;-11.31;0.0;0;27325
27326;-11.38;0.62;-11.38;0.0;0;27326
27327;-11.38;0.62;-11.38;0.0;0;27327
27328;-11.31;0.62;-11.31;0.0;0;27328
27329;-11.31;0.62;-11.31;0.0;0;27329
27330;-11.38;0.62;-11.38;0.0;0;27330
27331;-11.31;0.62;-11.31;0.0;0;27331
27332;-11.38;0.62;-11.38;0.0;0;27332
27333;-11.31;0.62;-11.31;0.0;0;27333
27334;-11.31;0.62;-11.31;0.0;0;27334
27335;-11.31;0.62;-11.31;0.0;0;27335
27336;-11.31;0.62;-11.31;0.0;0;27336
27337;-11.31;0.62;-11.31;0.0;0;27337
27338;-11.31;0.62;-11.31;0.0;0;27338
27339;-11.31;0.62;-11.31;0.0;0;27339
27340;-11.31;0.62;-11.31;0.0;0;27340
27341;-11.31;0.62;-11.31;0.0;0;27341
27342;-11.31;0.62;-11.31;0.0;0;27342
27343;-11.38;0.62;-11.38;0.0;0;27343
27344;-11.31;0.62;-11.31;0.0;0;27344
27345;-11.31;0.62;-11.31;0.0;0;27345
27346;-11.31;0.62;-11.31;0.0;0;27346
27347;-11.31;0.62;-11.31;0.0;0;27347
27348;-11.31;0.62;-11.31;0.0;0;27348
27349;-11.31;0.62;-11.31;0.0;0;27349
27350;-11.31;0.62;-11.31;0.0;0;27350
27351;-11.31;0.62;-11.31;0.0;0;27351
27352;-11.31;0.62;-11.31;0.0;0;27352
27353;-11.31;0.62;-11.31;0.0;0;27353
27354;-11.31;0.62;-11.31;0.0;0;27354
27355;-11.31;0.62;-11.31;0.0;0;27355
27356;-11.31;0.62;-11.31;0.0;0;27356
27357;-11.31;0.62;-11.31;0.0;0;27357
27358;-11.31;0.62;-11.31;0.0;0;27358
27359;-11.31;0.62;-11.31;0.0;0;27359
27360;-11.31;0.62;-11.31;0.0;0;27360
27361;-11.31;0.62;-11.31;0.0;0;27361
27362;-11.31;0.62;-11.31;0.0;0;27362
27363;-11.31;0.62;-11.31;0.0;0;27363
27364;-11.31;0.62;-11.31;0.0;0;27364
27365;-11.31;0.62;-11.31;0.0;0;27365
27366;-11.31;0.62;-11.31;0.0;0;27366
27367;-11.31;0.62;-11.31;0.0;0;27367
27368;-11.31;0.62;-11.31;0.0;0;27368
27369;-11.31;0.62;-11.31;0.0;0;27369
27370;-11.31;0.62;-11.31;0.0;0;27370
27371;-11.31;0.62;-11.31;0.0;0;27371
27372;-11.31;0.62;-11.31;0.0;0;27372
27373;-11.31;0.62;-11.31;0.0;0;27373
27374;-11.31;0.62;-11.31;0.0;0;27374
27375;-11.31;0.62;-11.31;0.0;0;27375
27376;-11.31;0.62;-11.31;0.0;0;27376
27377;-11.31;0.62;-11.31;0.0;0;27377
27378;-11.31;0.62;-11.31;0.0;0;27378
27379;-11.31;0.62;-11.31;0.0;0;27379
27380;-11.31;0.62;-11.31;0.0;0;27380
27381;-11.31;0.62;-11.31;0.0;0;27381
27382;-11.31;0.62;-11.31;0.0;0;27382
27383;-11.31;0.62;-11.31;0.0;0;27383
27384;-11.31;0.62;-11.31;0.0;0;27384
27385;-11.31;0.62;-11.31;0.0;0;27385
27386;-11.31;0.62;-11.31;0.0;0;27386
27387;-11.31;0.62;-11.31;0.0;0;27387
27388;-11.31;0.62;-11.31;0.0;0;27388
27389;-11.31;0.62;-11.31;0.0;0;27389
27390;-11.31;0.62;-11.31;0.0;0;27390
27391;-11.31;0.62;-11.31;0.0;0;27391
27392;-11.31;0.62;-11.31;0.0;0;27392
27393;-11.31;0.62;-11.31;0.0;0;27393
27394;-11.31;0.62;-11.31;0.0;0;27394
27395;-11.31;0.62;-11.31;0.0;0;27395
27396;-11.31;0.62;-11.31;0.0;0;27396
27397;-11.31;0.62;-11.31;0.0;0;27397
27398;-11.31;0.62;-11.31;0.0;0;27398
27399;-11.31;0.62;-11.31;0.0;0;27399
27400;-11.31;0.62;-11.31;0.0;0;27400
27401;-11.31;0.62;-11.31;0.0;0;27401
27402;-11.31;0.62;-11.31;0.0;0;27402
27403;-11.31;0.62;-11.31;0.0;0;27403
27404;-11.31;0.62;-11.31;0.0;0;27404
27405;-11.31;0.62;-11.31;0.0;0;27405
27406;-11.31;0.62;-11.31;0.0;0;27406
27407;-11.31;0.62;-11.31;0.0;0;27407
27408;-11.31;0.62;-11.31;0.0;0;27408
27409;-11.31;0.62;-11.31;0.0;0;27409
27410;-11.31;0.62;-11.31;0.0;0;27410
27411;-11.31;0.62;-11.31;0.0;0;27411
27412;-11.31;0.62;-11.31;0.0;0;27412
27413;-11.31;0.62;-11.31;0.0;0;27413
27414;-11.31;0.62;-11.31;0.0;0;27414
27415;-11.31;0.62;-11.31;0.0;0;27415
27416;-11.31;0.62;-11.31;0.0;0;27416
27417;-11.31;0.62;-11.31;0.0;0;27417
27418;-11.31;0.62;-11.31;0.0;0;27418
27419;-11.31;0.62;-11.31;0.0;0;27419
27420;-11.31;0.62;-11.31;0.0;0;27420
27421;-11.31;0.62;-11.31;0.0;0;27421
27422;-11.31;0.62;-11.31;0.0;0;27422
27423;-11.31;0.62;-11.31;0.0;0;27423
27424;-11.31;0.62;-11.31;0.0;0;27424
27425;-11.31;0.62;-11.31;0.0;0;27425
27426;-11.31;0.62;-11.31;0.0;0;27426
27427;-11.31;0.62;-11.31;0.0;0;27427
27428;-11.31;0.62;-11.31;0.0;0;27428
27429;-11.31;0.62;-11.31;0.0;0;27429
27430;-11.31;0.62;-11.31;0.0;0;27430
27431;-11.31;0.62;-11.31;0.0;0;27431
27432;-11.31;0.62;-11.31;0.0;0;27432
27433;-11.31;0.62;-11.31;0.0;0;27433
27434;-11.31;0.62;-11.31;0.0;0;27434
27435;-11.31;0.62;-11.31;0.0;0;27435
27436;-11.31;0.62;-11.31;0.0;0;27436
27437;-11.31;0.62;-11.31;0.0;0;27437
27438;-11.31;0.62;-11.31;0.0;0;27438
27439;-11.31;0.62;-11.31;0.0;0;27439
27440;-11.31;0.62;-11.31;0.0;0;27440
27441;-11.31;0.62;-11.31;0.0;0;27441
27442;-11.31;0.62;-11.31;0.0;0;27442
27443;-11.31;0.62;-11.31;0.0;0;27443
27444;-11.31;0.62;-11.31;0.0;0;27444
27445;-11.31;0.62;-11.31;0.0;0;27445
27446;-11.31;0.62;-11.31;0.0;0;27446
27447;-11.31;0.62;-11.31;0.0;0;27447
27448;-11.31;0.62;-11.31;0.0;0;27448
27449;-11.31;0.62;-11.31;0.0;0;27449
27450;-11.31;0.62;-11.31;0.0;0;27450
27451;-11.31;0.62;-11.31;0.0;0;27451
27452;-11.31;0.62;-11.31;0.0;0;27452
27453;-11.31;0.62;-11.31;0.0;0;27453
27454;-11.31;0.62;-11.31;0.0;0;27454
27455;-11.31;0.62;-11.31;0.0;0;27455
27456;-11.31;0.62;-11.31;0.0;0;27456
27457;-11.31;0.62;-11.31;0.0;0;27457
27458;-11.31;0.62;-11.31;0.0;0;27458
27459;-11.31;0.62;-11.31;0.0;0;27459
27460;-11.31;0.62;-11.31;0.0;0;27460
27461;-11.31;0.62;-11.31;0.0;0;27461
27462;-11.31;0.62;-11.31;0.0;0;27462
27463;-11.31;0.62;-11.31;0.0;0;27463
27464;-11.31;0.62;-11.31;0.0;0;27464
27465;-11.31;0.62;-11.31;0.0;0;27465
27466;-11.31;0.62;-11.31;0.0;0;27466
27467;-11.31;0.62;-11.31;0.0;0;27467
27468;-11.31;0.62;-11.31;0.0;0;27468
27469;-11.25;0.62;-11.25;0.0;0;27469
27470;-11.25;0.62;-11.25;0.0;0;27470
27471;-11.31;0.62;-11.31;0.0;0;27471
27472;-11.25;0.62;-11.25;0.0;0;27472
27473;-11.31;0.62;-11.31;0.0;0;27473
27474;-11.31;0.62;-11.31;0.0;0;27474
27475;-11.31;0.62;-11.31;0.0;0;27475
27476;-11.31;0.62;-11.31;0.0;0;27476
27477;-11.31;0.62;-11.31;0.0;0;27477
27478;-11.25;0.62;-11.25;0.0;0;27478
27479;-11.31;0.62;-11.31;0.0;0;27479
27480;-11.31;0.62;-11.31;0.0;0;27480
27481;-11.31;0.62;-11.31;0.0;0;27481
27482;-11.31;0.62;-11.31;0.0;0;27482
27483;-11.25;0.62;-11.25;0.0;0;27483
27484;-11.31;0.62;-11.31;0.0;0;27484
27485;-11.31;0.62;-11.31;0.0;0;27485
27486;-11.31;0.62;-11.31;0.0;0;27486
27487;-11.25;0.62;-11.25;0.0;0;27487
27488;-11.31;0.62;-11.31;0.0;0;27488
27489;-11.25;0.62;-11.25;0.0;0;27489
